Référence du projet;Méthode;Nom du projet;RE potentielles (tCO2);RE vérifiées (tCO2);Région administrative;Demandeur;Date de notification;Date de labelisation;Financé à
24496468;Haies;Haies des Climards;97;0;Bourgogne Franche Comté;Le Printemps des Terres S.A.S;30/05/2025;05/09/2025;0.00 %
19587854;Grandes Cultures;ReSoil - 2025 - Grand-Est - n°2;2456;0;Grand Est;ReSoil;25/08/2025;03/09/2025;51.06 %
19587533;Grandes Cultures;ReSoil - Tereos 2025 : Grand-Est et Ile de France;488;0;Grand Est;ReSoil;24/06/2025;02/09/2025;0.00 %
22095883;Boisement;CNPF C+for n° 224 Tour de France 2025 Frencq (A.S.O. n° 36);804;0;Hauts-de-France;Olivier GLEIZES;24/01/2025;01/09/2025;100.00 %
20953020;Haies;Haie Bourg-Fontaine - HDF;96;0;Hauts-de-France;Le Printemps des Terres S.A.S;13/11/2024;01/09/2025;0.00 %
22472585;Boisement;CNPF C+for n° 214 Crécy-en-Ponthieu (GT2i n° 3);955;0;Hauts-de-France;Olivier GLEIZES;12/02/2025;01/09/2025;100.00 %
21406019;Reboisement;ONF_REBOISEMENT_FC_SEMONS_2;1344;0;Auvergne Rhône Alpes;Office National des forêts;10/12/2024;29/08/2025;100.00 %
22096709;Boisement;CNPF C+for n° 234 Tour de France femmes 2024 Nans (A.S.O. n° 24);695;0;Bourgogne Franche Comté;Olivier GLEIZES;24/01/2025;26/08/2025;100.00 %
20169237;Reboisement;Projet de reboisement LBC pour le SFI de Boucheporn _ 2024;2386;0;Grand Est;EPIC;18/09/2024;21/08/2025;0.00 %
19552941;Grandes Cultures;ReSoil - 2025 - Nouvelle Aquitaine - n°2;1094;0;Nouvelle Aquitaine;ReSoil;23/08/2024;20/08/2025;0.00 %
19067983;Reboisement;OKLIMA - Forêt de Clermont-en-Argonne;3427;0;Grand Est;Oklima;17/07/2024;19/08/2025;90.00 %
20169463;Reboisement;Projet de reboisement LBC en FC de Varsberg _ 2024;1253;0;Grand Est;EPIC;25/09/2024;19/08/2025;0.00 %
19843774;Reboisement;Projet de reboisement LBC pour le Syndicat Forestier Guessling-Hémering _ 2024;955;0;Grand Est;EPIC;10/09/2024;19/08/2025;0.00 %
16154968;Reboisement;"CNPF C&#43;for n° 215 Forêts de Marches";1182;0;Grand Est;Olivier GLEIZES;06/02/2024;19/08/2025;0.00 %
19594787;Grandes Cultures;ReSoil - 2025 - Bourgogne Franche Comté - n°1;1471;0;Bourgogne Franche Comté;ReSoil;27/08/2024;19/08/2025;0.00 %
17370479;Reboisement;MaForêt #128 - Belin Beliet (33);7566;0;Nouvelle Aquitaine;Actiforest;12/04/2024;12/08/2025;52.00 %
21824721;Boisement;Alliance Forêts Bois / GCF n° 561 - Sainte Terre (33);3578;0;Nouvelle Aquitaine;Alliance Forêts bois;10/01/2025;12/08/2025;0.00 %
16264772;Boisement;Pierre Aussedat - Boisement Ychoux (40);1624;0;Nouvelle Aquitaine;Pierre Aussedat SARL;12/02/2023;12/08/2025;0.00 %
22303066;Reboisement;OKLIMA - Forêt de La Teste-de-Buch (17ha);3813;0;Nouvelle Aquitaine;Oklima;04/02/2025;12/08/2025;0.00 %
20560231;Boisement;Projet Néosylva - Nouvelle-Aquitaine (24) - 2LEPI-123;790;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;16/10/2024;12/08/2025;0.00 %
21948214;Boisement;Alliance Forêts Bois / GCF n° 568 Les Lèves et Thoumareygues (33);1565;0;Nouvelle Aquitaine;Alliance Forêts bois;16/01/2025;12/08/2025;0.00 %
19973513;Boisement;Alliance Forêt Bois / GCF - Baigts-de-Béarn - n° 474;505;0;Nouvelle Aquitaine;Alliance Forêts bois;17/09/2024;12/08/2025;0.00 %
21149970;Reboisement;OKLIMA - Forêt de Saumos;10265;0;Nouvelle Aquitaine;Oklima;25/11/2024;12/08/2025;65.00 %
16033144;Boisement;Alliance Forêts Bois / GCF n° 373 Bonneuil-Matours;1470;0;Nouvelle Aquitaine;Alliance Forêts bois;30/01/2024;12/08/2025;0.00 %
22040275;Boisement;Alliance Forêts Bois / GCF n° 573 - La Lande de Fronsac (17);2626;0;Nouvelle Aquitaine;Alliance Forêts bois;21/01/2025;12/08/2025;88.00 %
20841009;Boisement;Alliance Forêt Bois / GCF - Fourcès 1 (32) - 2024 n° 514;350;0;Occitanie;Alliance Forêts bois;04/11/2024;08/08/2025;0.00 %
21629707;Boisement;Oklima-Forêt-Barcelonne du Gers;906;0;Occitanie;Oklima;26/12/2024;08/08/2025;0.00 %
14536649;Boisement;Projet Néosylva - Bretagne (22) - 2ROSE-123;2732;0;Bretagne;NEOSYLVA INVESTISSEMENT FORESTIER;11/10/2023;06/08/2025;0.00 %
17060906;Reboisement;STOCK CO2 n°358 - Bourgogne Franche Comté (58);1550;0;Bourgogne Franche Comté;;26/03/2024;06/08/2025;0.00 %
22096334;Boisement;CNPF C+for n° 232 Tour de France 2025 Chauvigné (A.S.O. n° 44);590;0;Bretagne;Olivier GLEIZES;24/01/2025;06/08/2025;100.00 %
15001861;Construction;Carbonapp n°291 Bâtiment neuf biosourcé_Guidel (56);332;0;Bretagne;George V Gestion SAS;15/11/2023;05/08/2025;0.00 %
16975370;Reboisement;SF2X4C_CARAUSSE ET LAGARRIGUE_R1;1495;0;Occitanie;SOCIETE FORESTIERE;21/03/2024;04/08/2025;0.00 %
20877028;Boisement;Alliance Forêt Bois / GCF - Lartigue 2 (32) - n° 509;3404;0;Occitanie;Alliance Forêts bois;06/11/2024;04/08/2025;0.00 %
18051829;Boisement;STOCK CO2 n°255 - Normandie (76);882;0;Normandie;;27/05/2024;04/08/2025;79.93 %
22211783;Reboisement;Alliance Forêts Bois / GCF n°579 -  Lessay (50);2464;0;Normandie;Alliance Forêts bois;30/01/2025;04/08/2025;0.00 %
21503803;Boisement;Alliance Forêts Bois / GCF n°550 - Lannux (32);507;0;Occitanie;Alliance Forêts bois;17/11/2024;04/08/2025;0.00 %
16646574;Reboisement;Alliance Forêts Bois / GCF n°395 Bez et Cambounès;416;0;Occitanie;Alliance Forêts bois;04/03/2024;04/08/2025;0.00 %
23256393;Boisement;Alliance Forêts Bois / GCF n°594 - Mesnil en Ouche 2 (27);726;0;Normandie;Alliance Forêts bois;25/03/2025;04/08/2025;0.00 %
20497730;Boisement;Projet Néosylva - Bretagne (22) - 2TREU-124;238;0;Bretagne;NEOSYLVA INVESTISSEMENT FORESTIER;14/10/2024;04/08/2025;0.00 %
21582673;Boisement;CNPF C+for n° 197 Lectoure (Pierre Fabre n° 7) ;1833;0;Occitanie;Olivier GLEIZES;20/12/2024;04/08/2025;100.00 %
20287229;Boisement;Projet Néosylva - Auvergne-Rhône-Alpes (07) - 2PRAF-123;1792;0;Auvergne Rhône Alpes;NEOSYLVA INVESTISSEMENT FORESTIER;02/10/2024;01/08/2025;0.00 %
20603971;Reboisement;ONF_REBOISEMENT_FD_CHAUTAGNE_3;1064;0;Auvergne Rhône Alpes;Office National des forêts;18/10/2024;01/08/2025;100.00 %
22224364;Reboisement;Carbonapp n°330 Reboisement Haut-Valromey (01);1619;0;Auvergne Rhône Alpes;Carbonapp SAS;30/01/2025;01/08/2025;100.00 %
19497038;Grandes Cultures;SysFarm - Projet Ile de France N°27;2027;0;Ile de France;SAS SYSFARM;29/08/2023;31/07/2025;0.00 %
23915173;Haies;Masson;94;0;Ile de France;Le Printemps des Terres S.A.S;13/11/2024;31/07/2025;0.00 %
21578394;Boisement;CNPF C+for n° 189 Beaufay (Deloitte France n° 4);1174;0;Pays de la Loire;Olivier GLEIZES;20/12/2024;29/07/2025;100.00 %
19618204;Boisement;SAINT DENIS D'ANJOU - Fransylva Services;1030;0;Pays de la Loire;Fransylva Services ;28/08/2024;29/07/2025;0.00 %
20639509;Boisement;Ecotree - Pays de la Loire (53) - 04;2732;0;Pays de la Loire;Ecotree;21/10/2024;29/07/2025;100.00 %
20388780;Boisement;SYLVO/UNISYLVA-N°12-LoirenVallée (72);6547;0;Pays de la Loire;UNISYLVA;08/10/2024;29/07/2025;0.00 %
21498938;Reboisement;STOCK CO2 n°388 - Pays de la Loire (72);1065;0;Pays de la Loire;;16/12/2024;29/07/2025;0.00 %
16388313;Boisement;BEAUCHENE;639;0;Pays de la Loire;Expert forestier;27/04/2024;29/07/2025;0.00 %
20542681;Boisement;Projet Néosylva - Pays de la Loire (44) - 2PENO-124;838;0;Pays de la Loire;NEOSYLVA INVESTISSEMENT FORESTIER;15/10/2024;29/07/2025;69.20 %
20584494;Boisement;SYLVO/Coopérative CFBL n°15 - SAINT-PARDOUX-LE-LAC (87);6060;0;Nouvelle Aquitaine;CFBL Coopérative Forestière;17/10/2024;25/07/2025;0.00 %
23140647;Boisement;Alliance Forêts Bois / GCF n°591 - Castel-Sarrazin (33);3273;0;Nouvelle Aquitaine;Alliance Forêts bois;19/03/2025;25/07/2025;0.00 %
21824903;Boisement;Alliance Forêts Bois / GCF n°562 Saint-André-et-Appelles (33);4525;0;Nouvelle Aquitaine;Alliance Forêts bois;10/01/2025;25/07/2025;0.00 %
21825009;Boisement;Alliance Forêts Bois / GCF n°563 Riocaud (33);2110;0;Nouvelle Aquitaine;Alliance Forêts bois;10/01/2025;25/07/2025;100.00 %
19852341;Reboisement;Alliance Forêt Bois / GCF - Sauvignac (16) - n° 469;1174;0;Nouvelle Aquitaine;Alliance Forêts bois;10/09/2024;25/07/2025;0.00 %
21548789;Boisement;Alliance Forêts Bois/ GCF n° 555 Moulon 1 (33);2657;0;Nouvelle Aquitaine;Alliance Forêts bois;19/12/2024;25/07/2025;0.00 %
23257972;Boisement;Alliance Forêts Bois / GCF n°603 - Sainte-Florence (33);1128;0;Nouvelle Aquitaine;Alliance Forêts bois;25/03/2025;25/07/2025;0.00 %
21920401;Boisement;Alliance Forêts Bois / GCF n°564 Lugon-et-L'île-du-Carnay (33);1682;0;Nouvelle Aquitaine;Alliance Forêts bois;15/01/2025;25/07/2025;0.00 %
22479752;Reboisement;Alliance Forêts Bois/GCF n°251 - Saint-Pierre-de-Côle (24);373;0;Nouvelle Aquitaine;Alliance Forêts bois;13/02/2025;25/07/2025;0.00 %
20517822;Reboisement;Alliance Forêt Bois / GCF n°496 - La Roche Chalais 5 (24);744;0;Nouvelle Aquitaine;Alliance Forêts bois;14/10/2024;25/07/2025;0.00 %
21548911;Boisement;Alliance Forêts Bois/ GCF n° 556 Moulon 2 (33);1524;0;Nouvelle Aquitaine;Alliance Forêts bois;19/12/2024;25/07/2025;0.00 %
22183384;Boisement;Alliance Forêts Bois / GCF n° 577 -  Gours (33);2639;0;Nouvelle Aquitaine;Alliance Forêts bois;29/01/2025;25/07/2025;0.00 %
16130254;Boisement;Alliance Forêts Bois / GCF n°376 Bretigny;1108;0;Normandie;Alliance Forêts bois;05/02/2024;22/07/2025;0.00 %
20171240;Boisement;CNPF C+for n° 170 Guécélard (Deloitte France n° 3) ;4612;0;Pays de la Loire;Olivier GLEIZES;30/09/2024;18/07/2025;100.00 %
20778581;Boisement;Ecotree - Pays de la Loire (44) - 02;4362;0;Pays de la Loire;Ecotree;13/11/2024;18/07/2025;100.00 %
18443521;Boisement;SYLVO/UNISYLVA-N°8-Blancafort (18);578;0;Centre Val de Loire;UNISYLVA;18/06/2024;17/07/2025;0.00 %
22485593;Reboisement;Oklima_forêt de Saint-bonnet-des-quarts_42310;646;0;Auvergne Rhône Alpes;Oklima;13/02/2025;17/07/2025;0.00 %
22509232;Reboisement;OKLIMA_Bois Labbé - Maizières, Haute-Marne;1452;0;Grand Est;Oklima;14/02/2025;16/07/2025;10.33 %
17102814;Reboisement;SF²X4C_ HOILDE_R1 ;3424;0;Grand Est;SOCIETE FORESTIERE;28/03/2024;16/07/2025;0.00 %
15739113;Boisement;Boisement au Bourgneuf ;780;0;Pays de la Loire;Oklima;16/01/2024;16/07/2025;0.00 %
20513449;Boisement;Projet Néosylva - Pays de la Loire (44) - 2ROCH-124;1858;0;Pays de la Loire;NEOSYLVA INVESTISSEMENT FORESTIER;14/10/2024;16/07/2025;0.00 %
17072769;Reboisement;Alliance Forêts Bois / GCF n° 414 - Baugé en Anjou 4 (49);1165;0;Pays de la Loire;Alliance Forêts bois;27/03/2024;16/07/2025;0.00 %
20496517;Boisement;Projet Néosylva - Bretagne (56) - 2TROI-124;407;0;Bretagne;NEOSYLVA INVESTISSEMENT FORESTIER;14/10/2024;15/07/2025;0.00 %
22418011;Herbiers;PosBacia25;32005;0;PACA;Fondation ELYX sous l'égide de la Fondation Bullukian;10/02/2025;15/07/2025;5.53 %
21825089;Reboisement;Carbonapp n°329 Reboisement Lavault-de-Frétoy (58);599;0;Bourgogne Franche Comté;Carbonapp SAS;10/01/2025;15/07/2025;0.00 %
22212297;Boisement;Alliance Forêts Bois / GCF n°580 -  Audignon (40);843;0;Nouvelle Aquitaine;Alliance Forêts bois;30/01/2025;15/07/2025;0.00 %
20696106;Boisement;Alliance Forêt Bois / GCF - Maurrin (40) - 2024 n° 505;211;0;Nouvelle Aquitaine;Alliance Forêts bois;24/10/2024;11/07/2025;0.00 %
21176962;Boisement;Alliance Forêt Bois / GCF - Serres-Sainte-Marie (64) - 2024 n° 534;380;0;Nouvelle Aquitaine;Alliance Forêts bois;26/11/2024;11/07/2025;0.00 %
20388452;Reboisement;Ecotree - Bretagne (29) - 09;1221;0;Bretagne;Ecotree;08/10/2024;11/07/2025;69.28 %
22512796;Reboisement;Carbonapp n°326 Reboisement Saumos 2 (33);551;0;Nouvelle Aquitaine;Carbonapp SAS;14/02/2025;11/07/2025;100.00 %
21331394;Boisement;Oklima - forêt - Vielle-Soubiran;1728;0;Nouvelle Aquitaine;Oklima;05/12/2024;11/07/2025;0.00 %
21777038;Boisement;Alliance Forêts Bois/ GCF n° 560 Pugnac  (33);2444;0;Nouvelle Aquitaine;Alliance Forêts bois;08/01/2025;10/07/2025;0.00 %
16837720;Reboisement;Pierre Aussedat - Projet Médoc 3;6931;0;Nouvelle Aquitaine;Pierre Aussedat SARL;14/03/2024;10/07/2025;0.00 %
22512704;Reboisement;Carbonapp n°327 Reboisement Arès (33);851;0;Nouvelle Aquitaine;Carbonapp SAS;14/02/2025;10/07/2025;0.00 %
22148495;Boisement;STOCK CO2 n°389 - Nouvelle Aquitaine (40 & 64);1464;0;Nouvelle Aquitaine;;27/01/2025;10/07/2025;0.00 %
20980370;Boisement;CNPF C+for n° 175 Tour de France 2024 Arfeuille-Châtain (A.S.O. n° 29);473;0;Nouvelle Aquitaine;Olivier GLEIZES;03/02/2025;10/07/2025;100.00 %
16262575;Haies;2024 AAP LPC LBC-H;2010;0;Bretagne;LA PLACE CARBONE S.A.S.;23/04/2024;09/07/2025;0.00 %
20947806;Boisement;Alliance Forêt Bois / GCF - Bannalec 3 (29) - 2024 n° 515;998;0;Bretagne;Alliance Forêts bois;12/11/2024;09/07/2025;0.00 %
20730540;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2LAVI-124;4516;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;28/10/2024;08/07/2025;0.00 %
21957224;Boisement;Alliance Forêts Bois / GCF n°570  Romagne (33);4790;0;Nouvelle Aquitaine;Alliance Forêts bois;16/01/2025;08/07/2025;0.00 %
15229086;Reboisement;Reboisement Forêt de la Haute Doller 2;1021;0;Grand Est;GROUPEMENT FORESTIER DES CIMES;01/12/2023;08/07/2025;0.00 %
21283121;Boisement;STOCK CO2 n°381 - Grand Est (08);904;0;Grand Est;;03/12/2024;08/07/2025;0.00 %
20277524;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2CAHE-124;1532;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;02/10/2024;08/07/2025;0.00 %
21696534;Boisement;Oklima - Forêt - Dampierre en Burly;1465;0;Centre Val de Loire;Oklima;02/01/2025;08/07/2025;90.00 %
18447302;Boisement;SYLVO/UNISYLVA-N°7-Saint Chartier (36);674;0;Centre Val de Loire;UNISYLVA;18/06/2024;07/07/2025;0.00 %
17120055;Reboisement;Projet Néosylva - Centre-Val de Loire (37) - 2BOUR-123;1341;0;Centre Val de Loire;NEOSYLVA INVESTISSEMENT FORESTIER;29/03/2024;07/07/2025;0.00 %
13757042;Grandes Cultures;FCAA_N°4_Grandes_Cultures;73139;0;Nouvelle Aquitaine;FCAA;30/08/2023;07/07/2025;0.00 %
21460708;Reboisement;SF²X4C_RAINACHE_R1;9906;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;13/12/2024;04/07/2025;100.00 %
20359421;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2ARRI-124;1242;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;07/10/2024;04/07/2025;0.00 %
21730487;Reboisement;Carbonapp n°328 Reboisement Planchez 4 (58);1104;0;Bourgogne Franche Comté;Carbonapp SAS;06/01/2025;04/07/2025;81.00 %
20420037;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2HERR-124;403;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;09/10/2024;04/07/2025;0.00 %
16996945;Reboisement;SF²X4C_GRANDESVENTES_R1;797;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;22/03/2024;04/07/2025;90.00 %
22056694;Boisement;CNPF C+for n° 208 Saligny-sur-Roudon (easyJet n° 11);3647;0;Auvergne Rhône Alpes;Olivier GLEIZES;22/01/2025;03/07/2025;100.00 %
13525136;Boisement;Alliance Forêts Bois/GCF n°282 Mauzens et Miremont (24);579;0;Nouvelle Aquitaine;Alliance Forêts bois;27/07/2023;03/07/2025;0.00 %
22158082;Haies;Bois & Bocage La Place Carbone 2025-01;661;0;Bretagne;LA PLACE CARBONE S.A.S.;06/03/2025;03/07/2025;0.00 %
20451023;Boisement;SYLVO/Coopérative CFBL n°13 - SIONIAC (19);547;0;Nouvelle Aquitaine;CFBL Coopérative Forestière;10/10/2024;03/07/2025;100.00 %
16014277;Boisement;Alliance Forêts Bois / GCF n° 371 Sap en Auge;511;0;Normandie;Alliance Forêts bois;29/01/2024;02/07/2025;0.00 %
20260846;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2LEBO-123;942;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;01/10/2024;01/07/2025;0.00 %
21837374;Boisement;SYLVO/Coopérative CFBL n°18 - COULONGES SUR SARTHE (61);1322;0;Normandie;CFBL Coopérative Forestière;10/01/2025;01/07/2025;0.00 %
16511069;Boisement;Alliance Forêts Bois /GCF N°389  Saint Cernin de Labarde;9428;0;Nouvelle Aquitaine;Alliance Forêts bois;26/02/2024;01/07/2025;0.00 %
20794581;CarbonAgri;Projet élevages Nord Est de la France ;3979;0;Hauts-de-France;Oklima;31/10/2024;01/07/2025;0.00 %
22095748;Boisement;CNPF C+for n° 222 Tour de France 2025 Grand Départ Lille Métropole Englos (A.S.O. n° 34);1763;0;Hauts-de-France;Olivier GLEIZES;24/01/2025;01/07/2025;100.00 %
20246926;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2LARR-123;551;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;01/10/2024;01/07/2025;0.00 %
21415407;Boisement;Alliance Forêt Bois / GCF - Bergouey (40) - 2024 n° 547;547;0;Nouvelle Aquitaine;Alliance Forêts bois;11/12/2024;01/07/2025;0.00 %
22210606;Boisement;Carbonapp n°325 Boisement Berthez (33);1111;0;Nouvelle Aquitaine;Carbonapp SAS;30/01/2025;01/07/2025;100.00 %
20420192;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2JEAN-124;690;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;09/10/2024;01/07/2025;0.00 %
21977896;Boisement;CNPF C+for n° 211 Adriers (easyJet n° 14);2592;0;Nouvelle Aquitaine;Olivier GLEIZES;17/01/2025;01/07/2025;100.00 %
20185379;Boisement;Alliance Forêt Bois / GCF - Teuillac 1 (33) - 2024 n° 484;4182;0;Nouvelle Aquitaine;Alliance Forêts bois;27/09/2024;01/07/2025;0.00 %
21005266;Boisement;Alliance Forêt Bois / GCF -  Gaillères 2 (40) - 2024 n° 520;277;0;Nouvelle Aquitaine;Alliance Forêts bois;15/11/2024;01/07/2025;0.00 %
22095785;Boisement;CNPF C+for n° 223 Tour de France 2025 Saint-Pol-sur-Ternoise (A.S.O. n° 35);1184;0;Hauts-de-France;Olivier GLEIZES;24/01/2025;01/07/2025;100.00 %
20247194;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2PAQU-123;922;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;01/10/2024;01/07/2025;0.00 %
20478300;Boisement;Forêt d'ici/Sylvo2 (5) - Projet de boisement : SCI des Gapennes;3207;0;Hauts-de-France;Forêts & Bois de l'Est;11/10/2024;01/07/2025;0.00 %
22411111;Reboisement;Alliance Forêts Bois / GCF n°585 - Ychoux (40);369;0;Nouvelle Aquitaine;Alliance Forêts bois;10/02/2025;01/07/2025;0.00 %
20420809;Boisement;Projet Néosylva - Nouvelle-Aquitaine (40) - 2MIMB-124;844;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;09/10/2024;01/07/2025;0.00 %
22095671;Boisement;CNPF C+for n° 212 Ecausseville (Banque Neuflize n° 7);3004;0;Normandie;Olivier GLEIZES;24/01/2025;01/07/2025;100.00 %
20246668;Boisement;Projet Néosylva - Nouvelle-Aquitaine (64) - 2LACQ-123;415;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;01/10/2024;01/07/2025;0.00 %
21408568;Boisement;Oklima - Forêt de Toulenne;377;0;Nouvelle Aquitaine;Oklima;10/12/2024;01/07/2025;90.00 %
22095984;Boisement;CNPF C+for n° 226 Tour de France 2025 Bollezeele (A.S.O. n° 38);942;0;Hauts-de-France;Olivier GLEIZES;24/01/2025;01/07/2025;100.00 %
22096292;Boisement;CNPF C+for n° 231 Tour de France 2025 Juvigny-les-Vallées (A.S.O. n° 43);406;0;Normandie;Olivier GLEIZES;24/01/2025;23/06/2025;100.00 %
22411384;Reboisement;Alliance Forêts Bois / GCF n°586 - Biscarrosse (40);326;0;Nouvelle Aquitaine;Alliance Forêts bois;10/02/2025;20/06/2025;0.00 %
21104190;Boisement;OKLIMA - Forêt - Retjons;1029;0;Nouvelle Aquitaine;Oklima;21/11/2024;20/06/2025;0.00 %
22089246;Boisement;Alliance Forêts Bois / GCF n° 576 - Saint Savin (33);1114;0;Nouvelle Aquitaine;Alliance Forêts bois;23/01/2025;20/06/2025;0.00 %
21277068;Boisement;OKLIMA - Forêt de Saint-Privat-en-Périgord;1982;0;Nouvelle Aquitaine;Oklima;02/12/2024;20/06/2025;0.00 %
22379433;Reboisement;OKLIMA - Forêt de Vienne-le-Château;5471;0;Grand Est;Oklima;07/02/2025;20/06/2025;0.00 %
18110610;Boisement;Alliance Forêts Bois / GCF n°438  Saubrigues (40);645;0;Nouvelle Aquitaine;Alliance Forêts bois;30/05/2024;20/06/2025;0.00 %
21923395;Boisement;Alliance Forêts Bois / GCF n°565 Sort-en-Chalosse (40);579;0;Nouvelle Aquitaine;Alliance Forêts bois;15/01/2025;20/06/2025;0.00 %
20966240;Plantation de vergers;Carbonapp n°301 Verger Berre-l'Etang (13);256;0;PACA;Carbonapp SAS;11/09/2024;19/06/2025;0.00 %
19657734;Grandes Cultures;Sysfarm - Normandie N°31;68461;0;Normandie;SAS SYSFARM;31/08/2023;19/06/2025;15.67 %
20966107;Plantation de vergers;Carbonapp n°307 Verger Apt 2 (84);83;0;PACA;Carbonapp SAS;11/09/2024;19/06/2025;0.00 %
19583324;Grandes Cultures;Projet SysFarm <> NatUp 2024;32240;0;Normandie;SAS SYSFARM;28/08/2023;19/06/2025;3.68 %
20543582;Boisement;Projet Néosylva - Pays de la Loire (44) - 2LABO-124;3127;0;Pays de la Loire;NEOSYLVA INVESTISSEMENT FORESTIER;15/10/2024;17/06/2025;0.00 %
22159979;Boisement;Saint Germain Du Princay - Fransylva services ;1039;0;Pays de la Loire;Fransylva Services ;28/01/2025;17/06/2025;0.00 %
21011809;Boisement;Alliance Forêt Bois / GCF - Yzeures-sur-Creuse 1 (37) - 2024 n° 521;772;0;Centre Val de Loire;Alliance Forêts bois;15/11/2024;17/06/2025;0.00 %
22377921;Reboisement;OKLIMA - Forêt de Aingoulaincourt;3677;0;Grand Est;Oklima;07/02/2025;17/06/2025;0.00 %
21557788;Boisement;CNPF C+for n° 205 Grand'Landes (easyJet n° 8);1615;0;Pays de la Loire;Olivier GLEIZES;05/01/2025;17/06/2025;100.00 %
20708805;Boisement;Carbonapp n°288 Boisement Hugleville-en-Caux (76);1508;0;Normandie;Carbonapp SAS;25/10/2024;16/06/2025;100.00 %
21883171;Boisement;CNPF C+for n° 203 Bernières-le-Patry (easyJet n° 6);1489;0;Normandie;Olivier GLEIZES;13/01/2025;16/06/2025;100.00 %
19925351;Boisement;STOCK CO2 n°370 - Normandie (50);1044;0;Normandie;;13/09/2024;16/06/2025;65.13 %
20861123;Reboisement;MaForêt #102 - Montsenelle (50);1281;0;Normandie;Actiforest;18/11/2024;16/06/2025;0.00 %
22200226;Boisement;Carbonapp n°312 Boisement Auzouville-sur-Ry (76);645;0;Normandie;Carbonapp SAS;29/01/2025;16/06/2025;7.50 %
17590228;Construction;Parc en Scène (Lot 2.4 Bâtiment E');119;0;Ile de France;ELAN;24/04/2024;16/06/2025;0.00 %
21529158;Boisement;Alliance Forêt Bois / GCF - n°549  Cinq-Mars-La-Pile (37);1408;0;Centre Val de Loire;Alliance Forêts bois;18/12/2024;16/06/2025;0.00 %
