Référence du projet;Méthode;Nom du projet;RE potentielles (tCO2);RE vérifiées (tCO2);Région administrative;Demandeur;Date de notification;Date de labelisation;Financé à
13679954;Grandes Cultures;Carbon&Co - Grand Est n°14;548;0;Grand Est;"Carbon&amp;Co";26/08/2022;12/09/2023;0.00 %
13718833;Grandes Cultures;Carbon&Co - Grand Est n°17;915;0;Grand Est;"Carbon&amp;Co";15/09/2022;12/09/2023;0.00 %
13772821;Boisement;CNPF C+for n° 140 Oulches;990;0;Centre Val de Loire;Olivier GLEIZES;23/08/2023;12/09/2023;100.00 %
13660668;Grandes Cultures;Carbon&Co - Grand Est n°4;1417;0;Grand Est;"Carbon&amp;Co";26/08/2022;12/09/2023;0.00 %
13679848;Grandes Cultures;Carbon&Co - Grand Est n°13;962;0;Grand Est;"Carbon&amp;Co";26/08/2022;12/09/2023;0.00 %
13679728;Grandes Cultures;Carbon&Co - Grand Est n°12;1573;0;Grand Est;"Carbon&amp;Co";26/08/2022;11/09/2023;0.00 %
12089281;Reboisement;STOCK CO2 n°69 - Bourgogne Franche Comté (21);858;0;Bourgogne Franche Comté;;09/02/2022;11/09/2023;0.00 %
13670540;Grandes Cultures;Carbon&Co - Grand Est n°6;548;0;Grand Est;"Carbon&amp;Co";26/08/2022;11/09/2023;0.00 %
11588909;Reboisement;ONF - Reboisement du Haut Folin dép.71 n°1;1744;0;Bourgogne Franche Comté;OFFICE NATIONAL DES FORETS BOURGOGNE FRANCHE COMTE;23/02/2023;11/09/2023;98.00 %
12375393;Reboisement;Restauration de la forêt de Herrenstueck ;1667;0;Grand Est;Le Printemps des Terres S.A.S;28/04/2023;11/09/2023;100.00 %
10629730;Plantation de vergers;Carbonapp n°45 Verger Parisot (81);247;0;Occitanie;Carbonapp SAS;23/11/2022;11/09/2023;0.00 %
11506211;Reboisement;SF²x4C_NocleMaulaix_R1;9571;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;28/06/2021;11/09/2023;0.00 %
10990554;Grandes Cultures;ReSoil n°24;1232;0;Hauts-de-France;ReSoil;29/12/2022;08/09/2023;0.00 %
13424050;Grandes Cultures;Carbon&Co - Grand Est n°1;624;0;Grand Est;"Carbon&amp;Co";26/08/2022;08/09/2023;0.00 %
13660817;Grandes Cultures;Carbon&Co - Grand Est n°5;1147;0;Grand Est;"Carbon&amp;Co";26/08/2022;08/09/2023;0.00 %
10671653;Vergers collectifs;Carbonapp - Dossier Collectif - Vergers n°5;2275;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;07/09/2023;27.00 %
10977100;Plantation de vergers;Carbonapp n°70 Verger Lansargues (34);103;0;Occitanie;Carbonapp SAS;23/11/2022;07/09/2023;0.00 %
99;Reboisement;Pierre Aussedat - Bois des Belges;3370;0;Grand Est;Fransylva Services ;22/09/2020;05/09/2023;90.00 %
12140452;Reboisement;Alliance Forêts Bois/GCF n°232 - Créon d'Armagnac (40);1529;0;Nouvelle Aquitaine;Alliance Forêts bois;11/04/2023;05/09/2023;0.00 %
12199017;Boisement;Atmosylva n°11 - Boisement Saint-Exupéry-les-Roches (19);885;0;Nouvelle Aquitaine;ATMOSYLVA;14/04/2023;04/09/2023;0.00 %
10823720;Plantation de vergers;Carbonapp n°79 Verger Allemans (24);199;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
10431186;Plantation de vergers;Carbonapp n°36 Verger Saint-Félix-de-Villadeix (24);102;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
10812021;Plantation de vergers;Carbonapp n°100 Verger Bardenac (16);119;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
11620411;Reboisement;Alliance Forêts Bois/GCF n°202 - Louchats 3 (33);1030;0;Nouvelle Aquitaine;Alliance Forêts bois;27/02/2023;01/09/2023;100.00 %
10825856;Plantation de vergers;Carbonapp n°77 Verger Lamothe-Montravel (24);124;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;100.00 %
11236321;Plantation de vergers;Carbonapp n°74 Verger Samadet (40);90;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
10823661;Plantation de vergers;Carbonapp n°83 Verger Pays de Belvès (24);39;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;100.00 %
10629685;Plantation de vergers;Carbonapp n°44 Verger La Celle-Guenand (37);308;0;Centre Val de Loire;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
10108539;Plantation de vergers;Carbonapp n°88 Verger Beaumontois en Périgord (24);169;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
11686669;Plantation de vergers;Carbonapp n°85 Verger Corseul (22);207;0;Bretagne;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
11606171;Reboisement;Alliance Forêts Bois/GCF n°194 - Hostens 5 (33);14578;0;Nouvelle Aquitaine;Alliance Forêts bois;24/02/2023;01/09/2023;100.00 %
10913119;Plantation de vergers;Carbonapp n°66 Verger Varès (47);219;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
10823503;Plantation de vergers;Carbonapp n°91 Verger Saint-Julien-Maumont (19);29;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
10823885;Plantation de vergers;Carbonapp n°72 Verger Daglan (24);105;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
11104046;Plantation de vergers;Carbonapp n°78 Verger Pressignac-Vicq (24);131;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;01/09/2023;0.00 %
13730085;Boisement;Alliance Forêts Bois/GCF n°261 - Chalais (16);2546;0;Nouvelle Aquitaine;Alliance Forêts bois;18/08/2023;30/08/2023;0.00 %
11497583;Reboisement;Reforest'Action - Massif de la Garde (71);1168;0;Bourgogne Franche Comté;REFOREST'ACTION;14/02/2023;29/08/2023;100.00 %
11872912;Boisement;Carbonapp n°87 Boisement Mouron-sur-Yonne 2 (58);8257;0;Bourgogne Franche Comté;Carbonapp SAS;20/03/2023;29/08/2023;98.00 %
11739455;Reboisement;CNPF C+for n° 113 Saint-Ulrich (Bubendorff n° 2);325;0;Grand Est;Olivier GLEIZES;08/03/2023;28/08/2023;100.00 %
11911097;Reboisement;SF²X4C_Praslin_R1;13534;0;Grand Est;SOCIETE FORESTIERE;28/06/2021;28/08/2023;82.00 %
11336902;Boisement;CNPF C+for n°151 Sauveterre-de-Guyenne (Teréga n° 1);909;0;Nouvelle Aquitaine;Océane Cornu;31/01/2023;25/08/2023;100.00 %
11533084;Boisement;Alliance Forêts Bois/GCF n°177 - Saint Sulpice de Faleyrens 2 (33);3713;0;Nouvelle Aquitaine;Alliance Forêts bois;17/02/2023;25/08/2023;0.00 %
11456105;Reboisement;Alliance Forêts Bois/GCF n°174 - Louchats (33);959;0;Nouvelle Aquitaine;Alliance Forêts bois;10/02/2023;24/08/2023;100.00 %
12512356;Reboisement;CNPF C+for n° 123 Tour de France 2023 Landiras (A.S.O. n° 19);985;0;Nouvelle Aquitaine;Océane Cornu;11/05/2023;24/08/2023;100.00 %
11595143;Boisement;Alliance Forêts Bois/GCF n°187 - Monget 2 (40);309;0;Nouvelle Aquitaine;Alliance Forêts bois;23/02/2023;24/08/2023;0.00 %
12549938;Boisement;Alliance Forêts Bois/GCF n°240 - Carcares sainte Croix (40);168;0;Nouvelle Aquitaine;Alliance Forêts bois;15/05/2023;24/08/2023;0.00 %
11606211;Reboisement;Alliance Forêts Bois/GCF n°195 - Hostens 6 (33);1004;0;Nouvelle Aquitaine;Alliance Forêts bois;24/02/2023;24/08/2023;100.00 %
12457037;Reboisement;Alliance Forêts Bois/GCF n°237 - La Roche-Chalais (24);1283;0;Nouvelle Aquitaine;Alliance Forêts bois;05/05/2023;24/08/2023;0.00 %
11603160;Reboisement;Atmosylva n°9 - Reboisement Pringy (77);1768;0;Ile de France;ATMOSYLVA;15/03/2023;23/08/2023;7.38 %
11493813;Reboisement;ONF-REBOISEMENT-FC BELLEVILLE-1;576;0;Auvergne Rhône Alpes;Office National des forêts;14/02/2023;22/08/2023;100.00 %
11496128;Reboisement;ONF-REBOISEMENT-LES ALLUES-1;515;0;Auvergne Rhône Alpes;Office National des forêts;14/02/2023;22/08/2023;100.00 %
12703364;Reboisement;SOCIETE FORESTIERE GROUPAMA x STOCK CO2 - Forêt de l'Etoile;6091;0;Grand Est;;19/11/2021;10/08/2023;0.00 %
11414085;Sobac'eco-tmm;STOCK CO2 n°205 - Grand Est (57);869;0;Grand Est;;14/02/2023;10/08/2023;79.98 %
9790448;Reboisement;Bouquet FD Moselle (57) - Saison 2022-2023;6881;0;Grand Est;Office National des Forêts;06/09/2022;10/08/2023;31.21 %
12812520;Boisement;Carbonapp n°107 Boisement Imbleville (76);1488;0;Normandie;Carbonapp SAS;05/06/2023;09/08/2023;100.00 %
10683585;Reboisement;STOCK CO2 n°187 - Normandie (61);1484;0;Normandie;;24/11/2022;09/08/2023;0.00 %
10658753;Reboisement;SF²X4C_Parc du Bouchet_R1;1727;0;Centre Val de Loire;SOCIETE FORESTIERE;22/11/2022;08/08/2023;88.25 %
12457098;Reboisement;Alliance Forêts Bois/GCF n°238 - La Roche-Chalais 2 (24);1039;0;Nouvelle Aquitaine;Alliance Forêts bois;05/05/2023;08/08/2023;0.00 %
11259070;Boisement;CNPF C+for n°130 Arveyres (Le Tour de France n°X);773;0;Nouvelle Aquitaine;Océane Cornu;24/01/2023;08/08/2023;100.00 %
11594773;Boisement;Alliance Forêts Bois/GCF n°186 - Monget (40);275;0;Nouvelle Aquitaine;Alliance Forêts bois;23/02/2023;08/08/2023;0.00 %
10682566;Boisement;CNPF C+for n°x Coirac (ENGIE Solutions n°X);467;0;Nouvelle Aquitaine;Océane Cornu;24/11/2022;08/08/2023;100.00 %
11854875;Boisement;Alliance Forêts Bois/GCF n°207 - Pontenx-les-Forges (40);471;0;Nouvelle Aquitaine;Alliance Forêts bois;17/03/2023;08/08/2023;100.00 %
12764450;Boisement;Carbonapp n°106 Boisement Eyrein (19);2329;0;Nouvelle Aquitaine;Carbonapp SAS;01/06/2023;08/08/2023;100.00 %
11767083;Boisement;CNPF C+for n° 121 Tour de France 2023 Chalosse (A.S.O. n° 17);400;0;Nouvelle Aquitaine;Olivier GLEIZES;26/04/2023;08/08/2023;100.00 %
10900741;Reboisement;MaForêt #44 Peyrat-le-Château (87);2069;0;Nouvelle Aquitaine;Actiforest;16/12/2022;08/08/2023;100.00 %
10886377;Balivage;Balivage de Drúadan;687;236;Centre Val de Loire;Kloros;21/12/2022;08/08/2023;0.00 %
11096743;Reboisement;Alliance Forêts Bois/GCF n°165 - Hostens 4 (33);9391;0;Nouvelle Aquitaine;Alliance Forêts bois;10/01/2023;08/08/2023;0.00 %
11406990;Reboisement;Alliance Forêts Bois/GCF n°170 - La Teste-de-Buch 2 (33);5553;0;Nouvelle Aquitaine;Alliance Forêts bois;06/02/2023;08/08/2023;100.00 %
11605994;Reboisement;Alliance Forêts Bois/GCF n°191 - Saint-Magne 4 (33);1166;0;Nouvelle Aquitaine;Alliance Forêts bois;24/02/2023;08/08/2023;100.00 %
10886352;Boisement;Alliance Forêts Bois/GCF n°155 - Berthez (33);428;0;Nouvelle Aquitaine;Alliance Forêts bois;15/12/2022;07/08/2023;0.00 %
11600112;Boisement;Alliance Forêts Bois/GCF n°190 - Montsoué (40);968;0;Nouvelle Aquitaine;Alliance Forêts bois;24/02/2023;07/08/2023;0.00 %
10244525;Grandes Cultures;ReSoil n°7;2044;0;Hauts-de-France;ReSoil;14/10/2022;04/08/2023;0.00 %
12407519;Grandes Cultures;SysFarm - Projet Hauts de France N°12;201;0;Hauts-de-France;SAS SYSFARM;12/10/2022;04/08/2023;100.00 %
182;Boisement;Forêt Domaniale de la MEOUGE-LBC 2021;1506;0;PACA;EPIC Office National des Forêts (ONF);18/03/2021;02/08/2023;100.00 %
10680632;Reboisement;ONF - reboisement en forêt domaniale de Saint-Michel;3122;0;Hauts-de-France;Léa BOURLHONNE;24/11/2022;01/08/2023;90.00 %
8800930;Boisement;Louvaines - Fransylva Services;2021;0;Pays de la Loire;Fransylva Services ;07/02/2022;01/08/2023;0.00 %
10469418;Boisement;Nozay - Fransylva Services ;3979;0;Pays de la Loire;Fransylva Services ;02/11/2022;01/08/2023;100.00 %
13354911;Boisement;Poiroux;2585;0;Pays de la Loire;Fransylva Services ;12/07/2023;31/07/2023;0.00 %
8212121;Boisement;STOCK CO2 n°79 - Pays de la Loire (72);925;0;Pays de la Loire;;01/07/2022;31/07/2023;0.00 %
11933859;Boisement;Alliance Forêts Bois/GCF n°214 - Vernantes (49);2342;0;Pays de la Loire;Alliance Forêts bois;24/03/2023;31/07/2023;0.00 %
12948620;Reboisement;Bois de la Blotière;3239;0;Pays de la Loire;SELARL CABINET LORNE;14/06/2023;31/07/2023;0.00 %
11276860;Plantation de vergers;Carbonapp n°76 Verger Arles (13);54;0;PACA;Carbonapp SAS;23/11/2022;31/07/2023;100.00 %
12941173;Boisement;Carbonapp n°108 Boisement Riaillé (44);3699;0;Pays de la Loire;Carbonapp SAS;14/06/2023;31/07/2023;100.00 %
11959960;Boisement;STOCK CO2 n°238 - Pays de la Loire (49);1408;0;Pays de la Loire;;27/03/2023;31/07/2023;0.71 %
13294643;Boisement;STOCK CO2 n°277 - Pays de la Loire (49);896;0;Pays de la Loire;;07/07/2023;31/07/2023;0.00 %
10765581;Plantation de vergers;AMANDES DE LA RENJARDIERE;7482;0;PACA;CO2RESPONSABLES;15/02/2021;28/07/2023;10.00 %
10244964;Grandes Cultures;ReSoil n°40;5717;0;Bourgogne Franche Comté;ReSoil;14/10/2022;28/07/2023;100.00 %
433;Boisement;Pierre Aussedat – Projet de Vacquerie (62) ;2849;0;Hauts-de-France;Pierre Aussedat SARL;24/01/2022;27/07/2023;100.00 %
12314771;Reboisement;STOCK CO2 n°74 - Bourgogne Franche Comté (58);758;0;Bourgogne Franche Comté;;14/02/2022;27/07/2023;0.00 %
11158337;Reboisement;SF²X4C-Frasse-R1;15152;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;16/01/2023;27/07/2023;0.00 %
11406872;Boisement;CNPF C+for n° 119 Tour de France femmes 2023 Montirat (A.S.O. n° 15);782;0;Occitanie;Olivier GLEIZES;06/02/2023;25/07/2023;100.00 %
11627312;Boisement;CNPF C+for n° 117 Grand Départ Clermont (A.S.O. n° 13);330;0;Auvergne Rhône Alpes;Olivier GLEIZES;27/02/2023;20/07/2023;100.00 %
11192697;Reboisement;SF²X4C - Hermont;3444;0;Grand Est;SOCIETE FORESTIERE;25/04/2022;19/07/2023;90.00 %
10517369;Reboisement;MaForêt #43 - Escoutoux (63300);1166;0;Auvergne Rhône Alpes;Actiforest;10/11/2022;19/07/2023;100.00 %
10683905;Reboisement;Coopératives Forestières/CFBL n°2204 - MORNAY (71) - Tempête;2241;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;24/11/2022;18/07/2023;0.00 %
10109130;Reboisement;Coopératives Forestières/CFBL n°2205 - THIL SUR ARROUX (71);436;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;21/12/2022;18/07/2023;0.00 %
11057123;Reboisement;Coopératives Forestières/CFBL n°2301 - CUSSY EN MORVAN (71);248;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;05/01/2023;18/07/2023;0.00 %
11929787;Boisement;Alliance Forêts Bois/GCF n°213 - Lassales (65);513;0;Occitanie;Alliance Forêts bois;24/03/2023;18/07/2023;0.00 %
11827136;Reboisement;CNPF C+for n° 103 Velesmes-Echevanne (La Poste n° 25);1255;0;Bourgogne Franche Comté;Olivier GLEIZES;15/03/2023;18/07/2023;100.00 %
10683844;Reboisement;Coopératives Forestières/CFBL n°2203 - MORNAY (71) - Sapin;639;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;24/11/2022;18/07/2023;0.00 %
11063577;Reboisement;ONF - FC MAGLAND N°2;2317;0;Auvergne Rhône Alpes;Office National des forêts;06/01/2023;17/07/2023;100.00 %
12752875;Grandes Cultures;Ocealia_Lot_1_Sept_2022_GC;2034;0;Nouvelle Aquitaine;Oklima;16/06/2022;13/07/2023;0.00 %
12568894;Reboisement;Carbonapp n°104 Reboisement M. Belin-Béliet 3 (33);2682;0;Nouvelle Aquitaine;Carbonapp SAS;16/05/2023;13/07/2023;100.00 %
9552564;Plantation de vergers;Verger du Domaine Saint-Georges;2434;0;PACA;SCEA du Domaine Saint Georges;08/08/2022;13/07/2023;0.00 %
12041881;Reboisement;Alliance Forêts Bois/GCF n°225 - Balizac (33);859;0;Nouvelle Aquitaine;Alliance Forêts bois;03/04/2023;13/07/2023;100.00 %
12450563;Reboisement;Alliance Forêts Bois/GCF n°235 - La Teste de Buch 6 (33);1640;0;Nouvelle Aquitaine;Alliance Forêts bois;05/05/2023;13/07/2023;0.00 %
10702469;Reboisement;Alliance Forêts Bois/GCF n°144 - Saint Germain du Salembre (24);1218;0;Nouvelle Aquitaine;Alliance Forêts bois;28/11/2022;13/07/2023;0.00 %
11934593;Reboisement;Alliance Forêts Bois/GCF n°218 - La Teste-de-Buch 3 (33);1704;0;Nouvelle Aquitaine;Alliance Forêts bois;24/03/2023;13/07/2023;100.00 %
8885533;Boisement;Alliance Forêts Bois/GCF n°104 - Castets et Castillon (33);723;0;Nouvelle Aquitaine;Alliance Forêts bois;25/05/2022;13/07/2023;0.00 %
12568797;Reboisement;Carbonapp n°103 Reboisement F. Belin-Béliet 2 (33);815;0;Nouvelle Aquitaine;Carbonapp SAS;16/05/2023;13/07/2023;100.00 %
10702540;Reboisement;Alliance Forêts Bois/GCF n°145 - Saint Medard d'Excideuil (24);743;0;Nouvelle Aquitaine;Alliance Forêts bois;28/11/2022;13/07/2023;0.00 %
8885756;Reboisement;Alliance Forêts Bois/GCF n°107 - Auros 2 (33);640;0;Nouvelle Aquitaine;Alliance Forêts bois;25/05/2022;13/07/2023;0.00 %
9235474;Reboisement;Projet FC du Lavandou ;1147;0;PACA;EPIC;14/10/2022;13/07/2023;0.00 %
12086815;Reboisement;Alliance Forêts Bois/GCF n°231 - La Teste-de-Buch 5 (33);2779;0;Nouvelle Aquitaine;Alliance Forêts bois;05/04/2023;13/07/2023;100.00 %
11934339;Reboisement;SF²x4C_Nezer_R1;11139;0;Nouvelle Aquitaine;SOCIETE FORESTIERE;15/03/2021;13/07/2023;88.00 %
11428893;Boisement;Atmosylva n°8 Boisement Mant (40);1416;0;Nouvelle Aquitaine;ATMOSYLVA;08/02/2023;13/07/2023;0.00 %
9789868;Reboisement;Bouquet FD Meuse (55) - Saison 2022-2023;860;0;Grand Est;Office National des Forêts;06/09/2022;12/07/2023;0.00 %
12870958;Boisement;"CNPF C&#43;for n° 108 Vimarcé (CDC n° 3)";4341;0;Pays de la Loire;Olivier GLEIZES;08/06/2023;10/07/2023;100.00 %
8885811;Boisement;Alliance Forêts Bois/GCF n°108 - Uzeste (33);1242;0;Nouvelle Aquitaine;Alliance Forêts bois;25/05/2022;10/07/2023;100.00 %
12302296;Reboisement;SF²x4C_Yez_R1;7106;0;Occitanie;SOCIETE FORESTIERE;11/12/2020;10/07/2023;89.99 %
8885896;Boisement;Alliance Forêts Bois/GCF n°109 - Cudos (33);368;0;Nouvelle Aquitaine;Alliance Forêts bois;25/05/2022;10/07/2023;0.00 %
12550350;Reboisement;Alliance Forêts Bois/GCF n°243 - Lucbardez (40);389;0;Nouvelle Aquitaine;Alliance Forêts bois;15/05/2023;10/07/2023;100.00 %
11919773;Boisement;SF²X4C_Nousilliere;10797;10558;Pays de la Loire;SOCIETE FORESTIERE;23/10/2019;10/07/2023;85.00 %
9093715;Boisement;Alliance Forêts Bois/GCF n°111 - Aurice (40);644;0;Nouvelle Aquitaine;Alliance Forêts bois;17/06/2022;10/07/2023;0.00 %
10887348;Reboisement;Alliance Forêts Bois/GCF n°160 - Saumos (33);1026;0;Nouvelle Aquitaine;Alliance Forêts bois;15/12/2022;10/07/2023;0.00 %
10648083;Haies;Les haies de La Touche-Gohier;289;0;Pays de la Loire;Le Printemps des Terres S.A.S;28/07/2022;06/07/2023;92.20 %
11133481;Boisement;ONF-Boisement-FC CHAMPAGNY EN VANOISE;248;0;Auvergne Rhône Alpes;Office National des forêts;12/01/2023;06/07/2023;100.00 %
13032260;Boisement;CNPF C+for n° 138 Loiron-Ruillé (MTECT n° 2);2632;0;Pays de la Loire;Olivier GLEIZES;20/06/2023;06/07/2023;100.00 %
11145211;Reboisement;ONF-REBOISEMENT-FC SAMOENS-1;975;0;Auvergne Rhône Alpes;Office National des forêts;13/01/2023;06/07/2023;100.00 %
11354776;Boisement;STOCK CO2 n°73 - Pays de la Loire (85);545;0;Pays de la Loire;;09/02/2022;06/07/2023;0.00 %
11511371;Boisement;CNPF C+for n° 104 Saint-Léger-de-Linières (La Poste n° 26);496;0;Pays de la Loire;Olivier GLEIZES;15/02/2023;06/07/2023;100.00 %
9789874;Reboisement;Bouquet FD Marne (51) - Saison 2022-2023;5125;0;Grand Est;Office National des Forêts;06/09/2022;04/07/2023;0.00 %
11198510;Boisement;SF²X4C_Troisvaux_B;931;0;Hauts-de-France;SOCIETE FORESTIERE;18/01/2023;04/07/2023;90.00 %
10412143;Boisement;Atmosylva n°7 - Boisement Val-Couesnon (35);835;0;Bretagne;ATMOSYLVA;28/12/2022;30/06/2023;0.00 %
11382893;Sobac'eco-tmm;STOCK CO2 n°203 - Bourgogne-Franche-Comté (71);906;0;Bourgogne Franche Comté;;03/02/2023;29/06/2023;32.33 %
12568424;Reboisement;Carbonapp n°102 Reboisement R. Belin-Béliet 1 (33);1125;0;Nouvelle Aquitaine;Carbonapp SAS;16/05/2023;29/06/2023;1.00 %
12568969;Reboisement;Carbonapp n°105 Reboisement T. Belin-Béliet 4 (33);504;0;Nouvelle Aquitaine;Carbonapp SAS;16/05/2023;29/06/2023;100.00 %
10497707;Boisement;STOCK CO2 n°72 - Auvergne Rhône Alpes (26);3064;0;Auvergne Rhône Alpes;;09/02/2022;27/06/2023;79.99 %
11193555;Boisement;ONF-Boisement en forêt communale de l'Argentière la Bessée;261;0;PACA;OFFICE NATIONAL DES FORETS;03/02/2023;26/06/2023;100.00 %
11380711;Boisement;ONF-Boisement en forêt communale de Ceillac;524;0;PACA;OFFICE NATIONAL DES FORETS;21/03/2023;26/06/2023;100.00 %
10676573;Reboisement;ONF - Reboisement FD Retz;3427;0;Hauts-de-France;Léa BOURLHONNE;24/11/2022;26/06/2023;13.17 %
11184715;Reboisement;ONF - Bouquet reboisement en forêts domaniales de Picardie;3334;0;Hauts-de-France;Léa BOURLHONNE;01/02/2020;26/06/2023;18.00 %
10156892;Grandes Cultures;Du Carbone Au Cœur des Sols 2023/2027;309174;0;Bourgogne Franche Comté;AU COEUR DES SOLS;16/09/2022;26/06/2023;1.61 %
10943610;Reboisement;SF²X4C_BOENE NEUY_R1;3909;0;Grand Est;SOCIETE FORESTIERE;22/12/2022;23/06/2023;0.00 %
11455575;Boisement;Alliance Forêts Bois/GCF n°171 - Celles (24);348;0;Nouvelle Aquitaine;Alliance Forêts bois;10/02/2023;20/06/2023;0.00 %
11406666;Boisement;Alliance Forêts Bois/GCF n°168 - Morcenx la Nouvelle (40);354;0;Nouvelle Aquitaine;Alliance Forêts bois;06/02/2023;20/06/2023;0.00 %
10881791;Boisement;Boisement de Drúadan;2340;0;Centre Val de Loire;Kloros;20/12/2022;14/06/2023;22.50 %
10241527;Grandes Cultures;ReSoil n°5;2786;0;Ile de France;ReSoil;14/10/2022;12/06/2023;0.00 %
10900086;Boisement;SF²X4C_Bizou;1964;0;Normandie;SOCIETE FORESTIERE;16/12/2022;12/06/2023;90.00 %
11580349;Boisement;Alliance Forêts Bois/GCF n° 179 - Amou 2 (40);309;0;Nouvelle Aquitaine;Alliance Forêts bois;22/02/2023;12/06/2023;0.00 %
9896760;Boisement;MaForêt #4 Navailles-Angos (64);185;0;Nouvelle Aquitaine;Actiforest;20/10/2021;12/06/2023;100.00 %
11590038;Boisement;Alliance Forêts Bois/GCF n°183 - Brassempouy (40);1002;0;Nouvelle Aquitaine;Alliance Forêts bois;23/02/2023;12/06/2023;0.00 %
8885427;Boisement;Alliance Forêts Bois/GCF n°103 - Blond (87);808;0;Nouvelle Aquitaine;Alliance Forêts bois;25/05/2022;12/06/2023;100.00 %
10206077;Reboisement;Alliance Forêts Bois/GCF n°139 - Bourriot Bergonce (40);1944;0;Nouvelle Aquitaine;Alliance Forêts bois;12/10/2022;12/06/2023;0.00 %
11581636;Boisement;Alliance Forêts Bois/GCF n°180 - Amou 3 (40);302;0;Nouvelle Aquitaine;Alliance Forêts bois;22/02/2023;12/06/2023;0.00 %
8885702;Reboisement;Alliance Forêts Bois/GCF n°106 - Auros (33);881;0;Nouvelle Aquitaine;Alliance Forêts bois;25/05/2022;12/06/2023;100.00 %
10240645;Grandes Cultures;ReSoil n°3 - Lucenay-le-duc (21) - BORNOT;826;0;Bourgogne Franche Comté;ReSoil;14/10/2022;12/06/2023;88.35 %
10189200;Reboisement;Alliance Forêts Bois/GCF n°135 - Ychoux (40);2722;0;Nouvelle Aquitaine;Alliance Forêts bois;11/10/2022;12/06/2023;100.00 %
8026930;Boisement;CNPF C+for n° 57 G7 Biarritz Hergarai n° 3 (La Poste n° 22);3517;0;Nouvelle Aquitaine;Gilen Igoa Olhagaray;12/08/2021;12/06/2023;0.00 %
11758317;Reboisement;CNPF C+for n° 120 Tour de France 2023 Grand départ Pays Basque Urrugne (A.S.O. n° 16);248;0;Nouvelle Aquitaine;Olivier GLEIZES;24/03/2023;12/06/2023;100.00 %
11644150;Boisement;Alliance Forêts Bois/GCF n°203 - Fargues (40);921;0;Nouvelle Aquitaine;Alliance Forêts bois;28/02/2023;12/06/2023;0.00 %
11347172;Grandes Cultures;Coopérative Carbone - Grandes cultures N°1 - Collectif agricole N-A - LTPLC;7798;0;Nouvelle Aquitaine;COOPERATIVE CARBONE;29/07/2022;12/06/2023;0.59 %
10145935;Boisement;BOISEMENT ANCIENNES TERRES AGRICOLES _ ESCALANS (40);2948;0;Nouvelle Aquitaine;SASU SOCOGEF;07/10/2022;12/06/2023;100.00 %
10677082;Boisement;C+for n° 92 Mérignac (Bordeaux Métropole Energies n° 1);273;0;Nouvelle Aquitaine;Océane Cornu;01/12/2022;12/06/2023;100.00 %
11806202;CarbonAgri;STOCK CO2 n°237 - Bretagne (22);548;0;Bretagne;;14/03/2023;31/05/2023;36.12 %
11236940;CarbonAgri;STOCK CO2 n° 195 - Pays de la Loire;5265;0;Pays de la Loire;;23/01/2023;30/05/2023;0.00 %
10205703;Boisement;Alliance Forêts Bois/GCF n°138 - Durtal (49);931;0;Pays de la Loire;Alliance Forêts bois;12/10/2022;30/05/2023;100.00 %
10221181;Boisement;STOCK CO2 n°123 - Pays de la Loire (49);3936;0;Pays de la Loire;;13/10/2022;30/05/2023;0.00 %
10702235;Boisement;Alliance Forêts Bois/GCF n°141 - Mansigné (72);265;0;Pays de la Loire;Alliance Forêts bois;28/11/2022;30/05/2023;0.00 %
9857467;Grandes Cultures;Cavac_Lot 1_Sept 2022_GC;2795;0;Nouvelle Aquitaine;"Carbon&amp;Co";01/04/2022;26/05/2023;28.00 %
11567331;Boisement;Alliance Forêts Bois/GCF n°178 - Amou (40);684;0;Nouvelle Aquitaine;Alliance Forêts bois;22/02/2023;26/05/2023;100.00 %
10942778;Reboisement;Essart de Morteau;3587;0;Grand Est;SOCIETE FORESTIERE;22/12/2022;24/05/2023;91.00 %
